case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-04268;Águas Claras;0.94;1;1;1;3;1
CASE-04269;Águas Claras;0.94;0;0;0;0;0
CASE-04270;Plano Piloto;0.97;0;0;0;0;0
CASE-04271;Águas Claras;0.94;0;0;0;0;0
CASE-04272;Guará;0.90;0;0;0;0;0
CASE-04273;Ceilândia;0.55;0;1;0;1;0
CASE-04274;Taguatinga;0.84;1;0;0;1;0
CASE-04275;Taguatinga;0.84;0;0;0;0;0
CASE-04276;Taguatinga;0.84;0;1;1;2;0
CASE-04277;Ceilândia;0.55;0;0;0;0;0
CASE-04278;Samambaia;0.62;1;0;0;1;0
CASE-04279;Plano Piloto;0.97;0;0;0;0;0
CASE-04280;Taguatinga;0.84;0;0;0;0;0
CASE-04281;Sobradinho;0.70;0;1;0;1;0
CASE-04282;Gama;0.76;0;0;0;0;0
CASE-04283;Taguatinga;0.84;1;0;0;1;0
CASE-04284;Samambaia;0.62;0;1;1;2;0
CASE-04285;Samambaia;0.62;0;1;0;1;0
CASE-04286;Samambaia;0.62;0;0;1;1;0
CASE-04287;Plano Piloto;0.97;0;1;0;1;1
CASE-04288;Taguatinga;0.84;0;0;0;0;0
CASE-04289;Gama;0.76;0;0;0;0;0
CASE-04290;Ceilândia;0.55;1;0;0;1;0
CASE-04291;Ceilândia;0.55;1;0;1;2;0
CASE-04292;Guará;0.90;0;0;0;0;0
CASE-04293;Sobradinho;0.70;0;1;0;1;0
CASE-04294;Águas Claras;0.94;0;0;0;0;0
CASE-04295;Sobradinho;0.70;0;1;1;2;0
CASE-04296;Plano Piloto;0.97;0;0;1;1;0
CASE-04297;Plano Piloto;0.97;0;0;0;0;0
CASE-04298;Guará;0.90;0;1;0;1;0
CASE-04299;Gama;0.76;0;0;0;0;0
CASE-04300;Gama;0.76;1;0;0;1;0
CASE-04301;Ceilândia;0.55;0;0;0;0;0
CASE-04302;Gama;0.76;1;1;1;3;1
CASE-04303;Gama;0.76;0;0;0;0;0
CASE-04304;Gama;0.76;0;0;0;0;0
CASE-04305;Gama;0.76;1;0;1;2;1
CASE-04306;Samambaia;0.62;0;0;0;0;0
CASE-04307;Plano Piloto;0.97;0;0;0;0;0
CASE-04308;Guará;0.90;1;0;0;1;0
CASE-04309;Guará;0.90;0;0;0;0;0
CASE-04310;Águas Claras;0.94;0;0;1;1;0
CASE-04311;Gama;0.76;0;1;0;1;0
CASE-04312;Sobradinho;0.70;0;1;1;2;0
CASE-04313;Ceilândia;0.55;0;1;0;1;0
CASE-04314;Samambaia;0.62;0;0;0;0;0
CASE-04315;Guará;0.90;0;1;0;1;0
CASE-04316;Águas Claras;0.94;0;1;0;1;0
CASE-04317;Águas Claras;0.94;0;0;0;0;0
CASE-04318;Samambaia;0.62;0;0;0;0;0
CASE-04319;Plano Piloto;0.97;0;0;1;1;0
CASE-04320;Ceilândia;0.55;0;0;0;0;0
CASE-04321;Samambaia;0.62;0;0;0;0;0
CASE-04322;Gama;0.76;0;0;0;0;0
CASE-04323;Gama;0.76;0;0;0;0;0
CASE-04324;Sobradinho;0.70;0;0;1;1;0
CASE-04325;Sobradinho;0.70;0;0;0;0;0
CASE-04326;Sobradinho;0.70;0;0;0;0;0
CASE-04327;Sobradinho;0.70;0;0;0;0;0
CASE-04328;Guará;0.90;0;1;0;1;0
CASE-04329;Gama;0.76;0;0;0;0;0
CASE-04330;Gama;0.76;0;0;1;1;0
CASE-04331;Ceilândia;0.55;1;1;0;2;0
CASE-04332;Águas Claras;0.94;0;0;0;0;0
CASE-04333;Águas Claras;0.94;0;0;0;0;0
CASE-04334;Guará;0.90;0;0;1;1;0
CASE-04335;Taguatinga;0.84;0;0;0;0;0
CASE-04336;Guará;0.90;0;0;0;0;0
CASE-04337;Sobradinho;0.70;1;1;1;3;0
CASE-04338;Águas Claras;0.94;0;0;0;0;0
CASE-04339;Guará;0.90;1;0;0;1;0
CASE-04340;Sobradinho;0.70;0;1;0;1;0
CASE-04341;Gama;0.76;1;1;1;3;0
CASE-04342;Samambaia;0.62;0;1;0;1;0
CASE-04343;Águas Claras;0.94;0;0;0;0;0
CASE-04344;Taguatinga;0.84;0;0;0;0;0
CASE-04345;Samambaia;0.62;0;1;0;1;0
CASE-04346;Sobradinho;0.70;1;1;0;2;1
CASE-04347;Ceilândia;0.55;0;0;0;0;0
CASE-04348;Ceilândia;0.55;0;0;0;0;0
CASE-04349;Plano Piloto;0.97;0;0;0;0;0
CASE-04350;Plano Piloto;0.97;0;0;0;0;0
CASE-04351;Águas Claras;0.94;0;1;1;2;0
CASE-04352;Gama;0.76;1;1;0;2;1
CASE-04353;Sobradinho;0.70;0;1;0;1;1
CASE-04354;Plano Piloto;0.97;0;0;0;0;0
CASE-04355;Ceilândia;0.55;0;1;0;1;0
CASE-04356;Gama;0.76;0;1;0;1;0
CASE-04357;Samambaia;0.62;0;1;0;1;0
CASE-04358;Sobradinho;0.70;1;0;0;1;0
CASE-04359;Taguatinga;0.84;0;0;0;0;0
CASE-04360;Águas Claras;0.94;0;0;0;0;0
CASE-04361;Samambaia;0.62;0;1;0;1;0
CASE-04362;Águas Claras;0.94;1;0;1;2;0
CASE-04363;Gama;0.76;1;1;1;3;1
CASE-04364;Águas Claras;0.94;0;1;0;1;0
CASE-04365;Sobradinho;0.70;0;1;1;2;0
CASE-04366;Ceilândia;0.55;0;0;0;0;0
CASE-04367;Gama;0.76;0;0;1;1;0
CASE-04368;Samambaia;0.62;0;0;0;0;0
CASE-04369;Taguatinga;0.84;0;0;0;0;0
CASE-04370;Águas Claras;0.94;0;0;1;1;0
CASE-04371;Ceilândia;0.55;0;1;1;2;0
CASE-04372;Gama;0.76;1;0;0;1;1
CASE-04373;Taguatinga;0.84;0;0;1;1;0
CASE-04374;Guará;0.90;0;0;0;0;0
CASE-04375;Gama;0.76;1;0;0;1;0
CASE-04376;Guará;0.90;1;1;0;2;0
CASE-04377;Gama;0.76;1;0;0;1;0
CASE-04378;Guará;0.90;0;1;0;1;0
CASE-04379;Ceilândia;0.55;0;1;0;1;0
CASE-04380;Sobradinho;0.70;0;0;0;0;0
CASE-04381;Gama;0.76;0;1;0;1;0
CASE-04382;Sobradinho;0.70;0;0;0;0;0
CASE-04383;Samambaia;0.62;1;1;1;3;1
CASE-04384;Águas Claras;0.94;0;0;0;0;0
CASE-04385;Samambaia;0.62;0;0;0;0;0
CASE-04386;Samambaia;0.62;0;1;0;1;0
CASE-04387;Sobradinho;0.70;0;0;0;0;0
CASE-04388;Taguatinga;0.84;0;0;0;0;0
CASE-04389;Samambaia;0.62;0;1;0;1;0
CASE-04390;Guará;0.90;0;0;0;0;0
CASE-04391;Samambaia;0.62;1;0;1;2;1
CASE-04392;Taguatinga;0.84;0;1;0;1;1
CASE-04393;Taguatinga;0.84;0;0;0;0;0
CASE-04394;Gama;0.76;1;0;0;1;0
CASE-04395;Águas Claras;0.94;0;0;0;0;0
CASE-04396;Águas Claras;0.94;0;0;0;0;0
CASE-04397;Samambaia;0.62;0;0;0;0;0
CASE-04398;Plano Piloto;0.97;1;1;0;2;1
CASE-04399;Sobradinho;0.70;0;1;0;1;0
CASE-04400;Samambaia;0.62;0;0;0;0;0
CASE-04401;Ceilândia;0.55;1;0;0;1;0
CASE-04402;Plano Piloto;0.97;0;0;0;0;1
CASE-04403;Ceilândia;0.55;0;0;0;0;0
CASE-04404;Sobradinho;0.70;1;1;0;2;1
CASE-04405;Sobradinho;0.70;0;1;0;1;0
CASE-04406;Sobradinho;0.70;0;0;0;0;0
CASE-04407;Guará;0.90;0;0;0;0;0
CASE-04408;Guará;0.90;1;1;1;3;1
CASE-04409;Sobradinho;0.70;0;0;0;0;0
CASE-04410;Sobradinho;0.70;0;0;0;0;0
CASE-04411;Sobradinho;0.70;1;1;0;2;0
CASE-04412;Samambaia;0.62;0;1;1;2;1
CASE-04413;Plano Piloto;0.97;1;1;1;3;1
CASE-04414;Gama;0.76;0;1;0;1;0
CASE-04415;Plano Piloto;0.97;0;0;0;0;0
CASE-04416;Taguatinga;0.84;0;1;0;1;0
CASE-04417;Guará;0.90;0;0;0;0;0
CASE-04418;Taguatinga;0.84;0;0;0;0;0
CASE-04419;Samambaia;0.62;0;1;0;1;0
CASE-04420;Sobradinho;0.70;0;0;0;0;0
CASE-04421;Taguatinga;0.84;0;0;0;0;0
CASE-04422;Taguatinga;0.84;0;0;0;0;0
CASE-04423;Ceilândia;0.55;1;0;0;1;0
CASE-04424;Samambaia;0.62;1;1;0;2;0
CASE-04425;Guará;0.90;0;0;1;1;0
CASE-04426;Taguatinga;0.84;1;0;1;2;1
CASE-04427;Taguatinga;0.84;0;0;0;0;0
CASE-04428;Sobradinho;0.70;0;0;0;0;0
CASE-04429;Guará;0.90;0;0;0;0;0
CASE-04430;Águas Claras;0.94;0;0;0;0;0
CASE-04431;Samambaia;0.62;0;0;0;0;0
CASE-04432;Águas Claras;0.94;0;0;0;0;0
CASE-04433;Guará;0.90;0;0;0;0;0
CASE-04434;Gama;0.76;0;1;0;1;0
CASE-04435;Águas Claras;0.94;0;0;0;0;0
CASE-04436;Águas Claras;0.94;0;0;1;1;0
CASE-04437;Águas Claras;0.94;1;0;0;1;0
CASE-04438;Gama;0.76;1;0;0;1;0
CASE-04439;Samambaia;0.62;0;0;0;0;0
CASE-04440;Águas Claras;0.94;0;0;1;1;0
CASE-04441;Guará;0.90;0;0;0;0;0
CASE-04442;Guará;0.90;0;0;0;0;0
CASE-04443;Plano Piloto;0.97;0;0;0;0;0
CASE-04444;Guará;0.90;0;1;0;1;0
CASE-04445;Ceilândia;0.55;0;0;1;1;0
CASE-04446;Ceilândia;0.55;0;1;1;2;0
CASE-04447;Taguatinga;0.84;1;0;0;1;0
CASE-04448;Ceilândia;0.55;1;1;1;3;1
CASE-04449;Sobradinho;0.70;0;0;0;0;0
CASE-04450;Taguatinga;0.84;0;0;1;1;0
CASE-04451;Ceilândia;0.55;1;1;0;2;0
CASE-04452;Taguatinga;0.84;0;1;0;1;0
CASE-04453;Guará;0.90;0;0;0;0;0
CASE-04454;Samambaia;0.62;0;0;0;0;0
CASE-04455;Plano Piloto;0.97;0;1;1;2;0
CASE-04456;Samambaia;0.62;0;0;0;0;0
CASE-04457;Taguatinga;0.84;0;0;0;0;0
CASE-04458;Plano Piloto;0.97;0;0;0;0;0
CASE-04459;Gama;0.76;0;0;0;0;0
CASE-04460;Taguatinga;0.84;1;1;0;2;0
CASE-04461;Samambaia;0.62;1;1;1;3;1
CASE-04462;Gama;0.76;0;0;0;0;0
CASE-04463;Sobradinho;0.70;0;1;0;1;0
CASE-04464;Plano Piloto;0.97;1;0;1;2;0
CASE-04465;Samambaia;0.62;0;0;0;0;0
CASE-04466;Gama;0.76;0;0;0;0;0
CASE-04467;Ceilândia;0.55;0;1;0;1;0
CASE-04468;Gama;0.76;0;0;0;0;0
CASE-04469;Plano Piloto;0.97;0;0;0;0;0
CASE-04470;Samambaia;0.62;0;0;0;0;0
CASE-04471;Guará;0.90;0;0;1;1;0
CASE-04472;Sobradinho;0.70;1;0;1;2;0
CASE-04473;Plano Piloto;0.97;0;1;0;1;1
CASE-04474;Samambaia;0.62;0;0;0;0;0
CASE-04475;Taguatinga;0.84;0;1;0;1;0
CASE-04476;Samambaia;0.62;0;0;0;0;0
CASE-04477;Águas Claras;0.94;0;0;0;0;0
CASE-04478;Samambaia;0.62;0;0;0;0;0
CASE-04479;Ceilândia;0.55;0;0;0;0;0
CASE-04480;Gama;0.76;0;1;0;1;1
CASE-04481;Sobradinho;0.70;0;0;0;0;0
CASE-04482;Plano Piloto;0.97;1;0;0;1;0
CASE-04483;Samambaia;0.62;0;0;0;0;0
CASE-04484;Gama;0.76;1;1;0;2;1
CASE-04485;Samambaia;0.62;1;0;0;1;0
CASE-04486;Guará;0.90;0;0;0;0;0
CASE-04487;Guará;0.90;0;0;1;1;0
CASE-04488;Guará;0.90;0;0;0;0;0
CASE-04489;Águas Claras;0.94;0;1;1;2;0
CASE-04490;Sobradinho;0.70;0;0;0;0;0
CASE-04491;Sobradinho;0.70;0;0;0;0;0
CASE-04492;Plano Piloto;0.97;0;0;0;0;0
CASE-04493;Guará;0.90;1;0;0;1;1
CASE-04494;Gama;0.76;0;1;0;1;0
CASE-04495;Sobradinho;0.70;1;1;1;3;1
CASE-04496;Taguatinga;0.84;0;0;1;1;0
CASE-04497;Sobradinho;0.70;0;0;0;0;0
CASE-04498;Sobradinho;0.70;0;0;0;0;0
CASE-04499;Taguatinga;0.84;1;1;1;3;1
CASE-04500;Sobradinho;0.70;0;0;1;1;0
CASE-04501;Guará;0.90;0;0;0;0;0
CASE-04502;Plano Piloto;0.97;0;1;0;1;0
CASE-04503;Sobradinho;0.70;1;0;0;1;0
CASE-04504;Samambaia;0.62;1;0;0;1;0
CASE-04505;Plano Piloto;0.97;0;0;0;0;0
CASE-04506;Samambaia;0.62;0;1;0;1;1
CASE-04507;Águas Claras;0.94;0;1;0;1;0
CASE-04508;Ceilândia;0.55;1;1;1;3;1
CASE-04509;Gama;0.76;0;0;0;0;0
CASE-04510;Gama;0.76;0;0;0;0;0
CASE-04511;Taguatinga;0.84;0;1;0;1;0
CASE-04512;Taguatinga;0.84;0;0;0;0;0
CASE-04513;Gama;0.76;0;0;0;0;0
CASE-04514;Gama;0.76;0;1;0;1;0
CASE-04515;Plano Piloto;0.97;1;0;0;1;0
CASE-04516;Águas Claras;0.94;0;0;0;0;0
CASE-04517;Guará;0.90;0;1;0;1;0
CASE-04518;Águas Claras;0.94;0;0;0;0;0
CASE-04519;Ceilândia;0.55;0;1;0;1;0
CASE-04520;Samambaia;0.62;0;1;0;1;0
CASE-04521;Águas Claras;0.94;0;0;0;0;0
CASE-04522;Taguatinga;0.84;0;0;0;0;0
CASE-04523;Ceilândia;0.55;0;0;0;0;0
CASE-04524;Taguatinga;0.84;1;0;0;1;0
CASE-04525;Gama;0.76;0;1;0;1;0
CASE-04526;Guará;0.90;1;1;0;2;0
CASE-04527;Gama;0.76;1;1;1;3;1
CASE-04528;Gama;0.76;1;1;0;2;0
CASE-04529;Taguatinga;0.84;0;0;0;0;0
CASE-04530;Guará;0.90;0;0;0;0;0
CASE-04531;Plano Piloto;0.97;0;0;1;1;0
CASE-04532;Sobradinho;0.70;1;0;0;1;0
CASE-04533;Ceilândia;0.55;1;1;1;3;0
CASE-04534;Sobradinho;0.70;0;0;0;0;0
CASE-04535;Gama;0.76;1;0;0;1;0
CASE-04536;Guará;0.90;1;1;1;3;1
CASE-04537;Guará;0.90;0;0;1;1;0
CASE-04538;Guará;0.90;0;0;0;0;0
CASE-04539;Samambaia;0.62;1;1;1;3;0
CASE-04540;Guará;0.90;0;0;0;0;0
CASE-04541;Ceilândia;0.55;0;0;1;1;0
CASE-04542;Ceilândia;0.55;0;0;0;0;0
CASE-04543;Ceilândia;0.55;0;0;1;1;1
CASE-04544;Taguatinga;0.84;1;1;1;3;0
CASE-04545;Taguatinga;0.84;0;0;0;0;0
CASE-04546;Samambaia;0.62;0;0;0;0;0
CASE-04547;Taguatinga;0.84;0;1;0;1;0
CASE-04548;Águas Claras;0.94;0;1;0;1;0
CASE-04549;Plano Piloto;0.97;0;0;0;0;0
CASE-04550;Taguatinga;0.84;0;0;1;1;0
CASE-04551;Samambaia;0.62;0;0;0;0;0
CASE-04552;Taguatinga;0.84;0;0;0;0;0
CASE-04553;Guará;0.90;0;0;0;0;0
CASE-04554;Guará;0.90;0;1;1;2;0
CASE-04555;Plano Piloto;0.97;0;0;1;1;0
CASE-04556;Águas Claras;0.94;1;0;1;2;0
CASE-04557;Ceilândia;0.55;1;0;0;1;1
CASE-04558;Gama;0.76;0;0;0;0;0
CASE-04559;Guará;0.90;1;0;0;1;0
CASE-04560;Plano Piloto;0.97;0;0;0;0;0
CASE-04561;Águas Claras;0.94;1;1;1;3;1
CASE-04562;Taguatinga;0.84;1;1;1;3;1
CASE-04563;Sobradinho;0.70;0;0;0;0;0
CASE-04564;Sobradinho;0.70;0;0;0;0;0
CASE-04565;Guará;0.90;0;1;1;2;0
CASE-04566;Águas Claras;0.94;0;0;0;0;0
CASE-04567;Taguatinga;0.84;1;0;0;1;0
CASE-04568;Plano Piloto;0.97;1;1;0;2;0
CASE-04569;Samambaia;0.62;0;1;0;1;0
CASE-04570;Gama;0.76;1;1;0;2;1
CASE-04571;Sobradinho;0.70;0;0;0;0;0
CASE-04572;Taguatinga;0.84;0;0;0;0;0
CASE-04573;Águas Claras;0.94;0;0;0;0;0
CASE-04574;Águas Claras;0.94;0;0;0;0;0
CASE-04575;Sobradinho;0.70;0;1;0;1;0
CASE-04576;Ceilândia;0.55;1;0;1;2;1
CASE-04577;Gama;0.76;1;1;1;3;1
CASE-04578;Guará;0.90;0;0;1;1;0
CASE-04579;Sobradinho;0.70;0;0;0;0;0
CASE-04580;Sobradinho;0.70;1;0;0;1;0
CASE-04581;Ceilândia;0.55;1;1;0;2;0
CASE-04582;Ceilândia;0.55;0;1;0;1;0
CASE-04583;Plano Piloto;0.97;1;0;0;1;0
CASE-04584;Taguatinga;0.84;1;1;0;2;0
CASE-04585;Taguatinga;0.84;0;0;0;0;1
CASE-04586;Taguatinga;0.84;0;0;0;0;1
CASE-04587;Sobradinho;0.70;0;0;0;0;0
CASE-04588;Samambaia;0.62;0;0;1;1;0
CASE-04589;Sobradinho;0.70;0;1;1;2;0
CASE-04590;Ceilândia;0.55;0;1;0;1;0
CASE-04591;Ceilândia;0.55;1;1;0;2;1
CASE-04592;Taguatinga;0.84;1;1;1;3;1
CASE-04593;Taguatinga;0.84;0;0;0;0;0
CASE-04594;Gama;0.76;0;1;0;1;0
CASE-04595;Guará;0.90;0;0;0;0;0
CASE-04596;Ceilândia;0.55;0;0;0;0;0
CASE-04597;Ceilândia;0.55;0;0;0;0;0
CASE-04598;Samambaia;0.62;1;1;1;3;1
CASE-04599;Gama;0.76;0;0;0;0;0
CASE-04600;Gama;0.76;0;0;0;0;0
CASE-04601;Sobradinho;0.70;1;0;0;1;0
CASE-04602;Taguatinga;0.84;0;0;0;0;0
CASE-04603;Gama;0.76;1;0;0;1;0
CASE-04604;Ceilândia;0.55;0;0;0;0;0
CASE-04605;Samambaia;0.62;0;1;0;1;0
CASE-04606;Taguatinga;0.84;0;0;0;0;0
CASE-04607;Águas Claras;0.94;0;1;0;1;0
CASE-04608;Gama;0.76;0;1;0;1;1
CASE-04609;Samambaia;0.62;0;1;0;1;0
CASE-04610;Sobradinho;0.70;1;0;0;1;0
CASE-04611;Samambaia;0.62;1;1;0;2;0
CASE-04612;Gama;0.76;0;0;0;0;0
CASE-04613;Águas Claras;0.94;0;1;1;2;1
CASE-04614;Plano Piloto;0.97;0;1;1;2;0
CASE-04615;Ceilândia;0.55;0;0;0;0;0
CASE-04616;Guará;0.90;0;0;0;0;0
CASE-04617;Samambaia;0.62;0;0;0;0;0
CASE-04618;Sobradinho;0.70;0;1;1;2;0
CASE-04619;Samambaia;0.62;0;0;0;0;0
CASE-04620;Sobradinho;0.70;0;0;0;0;0
CASE-04621;Ceilândia;0.55;0;0;1;1;0
CASE-04622;Samambaia;0.62;0;1;1;2;0
CASE-04623;Gama;0.76;1;0;0;1;0
CASE-04624;Plano Piloto;0.97;0;0;0;0;0
CASE-04625;Sobradinho;0.70;1;1;0;2;0
CASE-04626;Sobradinho;0.70;0;0;0;0;0
CASE-04627;Gama;0.76;1;0;0;1;0
CASE-04628;Taguatinga;0.84;1;0;0;1;0
CASE-04629;Sobradinho;0.70;1;1;0;2;1
CASE-04630;Gama;0.76;0;0;0;0;0
CASE-04631;Plano Piloto;0.97;0;0;0;0;0
CASE-04632;Sobradinho;0.70;0;0;0;0;0
CASE-04633;Águas Claras;0.94;0;1;1;2;0
CASE-04634;Sobradinho;0.70;0;0;0;0;0
CASE-04635;Sobradinho;0.70;0;0;0;0;0
CASE-04636;Plano Piloto;0.97;0;0;0;0;0
CASE-04637;Gama;0.76;1;1;0;2;1
CASE-04638;Samambaia;0.62;0;0;0;0;0
CASE-04639;Águas Claras;0.94;0;0;1;1;1
CASE-04640;Guará;0.90;1;1;0;2;0
CASE-04641;Guará;0.90;0;0;1;1;0
CASE-04642;Taguatinga;0.84;0;0;0;0;0
CASE-04643;Plano Piloto;0.97;1;1;1;3;1
CASE-04644;Águas Claras;0.94;0;0;0;0;0
CASE-04645;Águas Claras;0.94;1;0;0;1;0
CASE-04646;Plano Piloto;0.97;1;0;1;2;0
CASE-04647;Taguatinga;0.84;0;0;0;0;0
CASE-04648;Plano Piloto;0.97;1;0;0;1;0
CASE-04649;Sobradinho;0.70;0;0;0;0;0
CASE-04650;Águas Claras;0.94;0;0;0;0;0
CASE-04651;Samambaia;0.62;0;1;1;2;1
CASE-04652;Águas Claras;0.94;1;1;0;2;1
CASE-04653;Gama;0.76;0;1;0;1;1
CASE-04654;Gama;0.76;0;0;1;1;0
CASE-04655;Samambaia;0.62;0;1;0;1;0
CASE-04656;Gama;0.76;0;1;0;1;0
CASE-04657;Guará;0.90;1;0;0;1;0
CASE-04658;Plano Piloto;0.97;0;0;0;0;0
CASE-04659;Samambaia;0.62;0;0;1;1;0
CASE-04660;Plano Piloto;0.97;0;0;0;0;0
CASE-04661;Plano Piloto;0.97;0;1;1;2;0
CASE-04662;Samambaia;0.62;0;1;0;1;0
CASE-04663;Gama;0.76;0;1;1;2;0
CASE-04664;Sobradinho;0.70;0;0;0;0;0
CASE-04665;Guará;0.90;0;0;0;0;0
CASE-04666;Gama;0.76;0;0;0;0;0
CASE-04667;Samambaia;0.62;0;1;0;1;0
CASE-04668;Samambaia;0.62;1;1;1;3;1
CASE-04669;Águas Claras;0.94;0;1;0;1;0
CASE-04670;Sobradinho;0.70;0;0;0;0;0
CASE-04671;Águas Claras;0.94;0;0;0;0;0
CASE-04672;Águas Claras;0.94;0;0;0;0;0
CASE-04673;Plano Piloto;0.97;0;1;0;1;0
CASE-04674;Samambaia;0.62;0;0;0;0;1
CASE-04675;Ceilândia;0.55;0;1;0;1;0
CASE-04676;Guará;0.90;0;0;0;0;0
CASE-04677;Plano Piloto;0.97;1;1;0;2;1
CASE-04678;Águas Claras;0.94;0;0;0;0;0
CASE-04679;Águas Claras;0.94;0;0;0;0;0
CASE-04680;Guará;0.90;0;0;0;0;0
CASE-04681;Sobradinho;0.70;0;1;1;2;0
CASE-04682;Guará;0.90;0;0;0;0;0
CASE-04683;Gama;0.76;1;1;0;2;1
CASE-04684;Gama;0.76;0;0;0;0;0
CASE-04685;Ceilândia;0.55;0;0;0;0;0
CASE-04686;Guará;0.90;0;0;0;0;0
CASE-04687;Guará;0.90;0;0;1;1;0
CASE-04688;Samambaia;0.62;0;0;0;0;0
CASE-04689;Plano Piloto;0.97;0;0;0;0;0
CASE-04690;Ceilândia;0.55;0;0;0;0;0
CASE-04691;Águas Claras;0.94;0;0;0;0;0
CASE-04692;Águas Claras;0.94;0;0;0;0;0
CASE-04693;Ceilândia;0.55;0;1;0;1;0
CASE-04694;Gama;0.76;0;1;0;1;0
CASE-04695;Ceilândia;0.55;0;0;1;1;0
CASE-04696;Sobradinho;0.70;0;0;0;0;0
CASE-04697;Plano Piloto;0.97;0;0;0;0;0
CASE-04698;Sobradinho;0.70;0;1;1;2;1
CASE-04699;Guará;0.90;0;0;0;0;0
CASE-04700;Plano Piloto;0.97;0;0;1;1;1
CASE-04701;Sobradinho;0.70;1;1;1;3;1
CASE-04702;Ceilândia;0.55;0;0;1;1;0
CASE-04703;Ceilândia;0.55;0;1;1;2;0
CASE-04704;Taguatinga;0.84;0;0;0;0;0
CASE-04705;Sobradinho;0.70;0;0;0;0;0
CASE-04706;Sobradinho;0.70;0;0;0;0;0
CASE-04707;Guará;0.90;1;1;0;2;0
CASE-04708;Ceilândia;0.55;0;0;0;0;0
CASE-04709;Gama;0.76;0;0;0;0;0
CASE-04710;Gama;0.76;0;1;0;1;1
CASE-04711;Plano Piloto;0.97;0;0;0;0;0
CASE-04712;Taguatinga;0.84;0;0;0;0;0
CASE-04713;Sobradinho;0.70;0;0;0;0;0
CASE-04714;Ceilândia;0.55;0;1;0;1;1
CASE-04715;Águas Claras;0.94;0;0;0;0;0
CASE-04716;Gama;0.76;0;0;0;0;0
CASE-04717;Águas Claras;0.94;1;1;0;2;1
CASE-04718;Águas Claras;0.94;0;1;0;1;0
CASE-04719;Plano Piloto;0.97;1;0;0;1;0
CASE-04720;Taguatinga;0.84;0;0;0;0;0
CASE-04721;Plano Piloto;0.97;0;1;0;1;0
CASE-04722;Gama;0.76;0;1;1;2;0
CASE-04723;Samambaia;0.62;0;0;0;0;0
CASE-04724;Sobradinho;0.70;0;0;0;0;0
CASE-04725;Samambaia;0.62;0;0;0;0;0
CASE-04726;Águas Claras;0.94;1;1;1;3;1
CASE-04727;Plano Piloto;0.97;0;0;0;0;0
CASE-04728;Águas Claras;0.94;0;0;0;0;0
CASE-04729;Plano Piloto;0.97;0;1;0;1;0
CASE-04730;Gama;0.76;1;1;0;2;0
CASE-04731;Plano Piloto;0.97;1;0;0;1;0
CASE-04732;Sobradinho;0.70;0;0;0;0;0
CASE-04733;Taguatinga;0.84;0;0;0;0;0
CASE-04734;Gama;0.76;0;1;0;1;0
CASE-04735;Guará;0.90;1;1;0;2;0
CASE-04736;Águas Claras;0.94;0;0;0;0;0
CASE-04737;Águas Claras;0.94;0;0;0;0;0
CASE-04738;Sobradinho;0.70;1;0;1;2;1
CASE-04739;Plano Piloto;0.97;0;1;0;1;0
CASE-04740;Gama;0.76;0;1;0;1;0
CASE-04741;Sobradinho;0.70;0;0;0;0;0
CASE-04742;Gama;0.76;0;1;1;2;1
CASE-04743;Sobradinho;0.70;0;0;1;1;0
CASE-04744;Sobradinho;0.70;1;1;1;3;1
CASE-04745;Sobradinho;0.70;0;1;0;1;0
CASE-04746;Águas Claras;0.94;0;0;1;1;0
CASE-04747;Taguatinga;0.84;1;0;0;1;0
CASE-04748;Ceilândia;0.55;0;0;0;0;0
CASE-04749;Samambaia;0.62;0;0;0;0;0
CASE-04750;Guará;0.90;1;1;1;3;1
CASE-04751;Taguatinga;0.84;0;0;0;0;0
CASE-04752;Samambaia;0.62;0;1;0;1;0
CASE-04753;Taguatinga;0.84;0;1;1;2;0
CASE-04754;Taguatinga;0.84;0;1;0;1;0
CASE-04755;Águas Claras;0.94;1;0;0;1;0
CASE-04756;Plano Piloto;0.97;1;1;1;3;1
CASE-04757;Guará;0.90;0;0;0;0;0
CASE-04758;Plano Piloto;0.97;0;0;0;0;0
CASE-04759;Gama;0.76;0;1;1;2;0
CASE-04760;Guará;0.90;0;0;0;0;0
CASE-04761;Ceilândia;0.55;0;0;0;0;0
CASE-04762;Samambaia;0.62;0;1;0;1;0
CASE-04763;Plano Piloto;0.97;0;0;1;1;0
CASE-04764;Gama;0.76;0;0;1;1;0
CASE-04765;Sobradinho;0.70;0;1;1;2;0
CASE-04766;Gama;0.76;0;1;0;1;1
CASE-04767;Guará;0.90;1;1;0;2;1
CASE-04768;Águas Claras;0.94;0;1;1;2;1
CASE-04769;Gama;0.76;0;0;0;0;0
CASE-04770;Samambaia;0.62;1;0;1;2;0
CASE-04771;Ceilândia;0.55;0;1;0;1;0
CASE-04772;Gama;0.76;0;0;0;0;0
CASE-04773;Ceilândia;0.55;0;0;0;0;0
CASE-04774;Taguatinga;0.84;0;0;0;0;0
CASE-04775;Guará;0.90;1;1;1;3;1
CASE-04776;Guará;0.90;1;1;0;2;1
CASE-04777;Guará;0.90;0;0;0;0;0
CASE-04778;Samambaia;0.62;1;0;0;1;0
CASE-04779;Guará;0.90;1;1;0;2;0
CASE-04780;Taguatinga;0.84;1;0;0;1;0
